id,surname,forename,initials,age_text,honours,date_of_death,date_of_death2,rank,regiment,secondary_regiment,unitshipsquadron,country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation,
2558222,GAUTHIER,JOSEPH ALPHONSE JEAN PAUL,J A J P,27,,07/05/1944,,Engine Room Artificer,Royal Canadian Naval Volunteer Reserve,,H.M.C.S. Valleyfield.,Canada,'V/38722',HALIFAX MEMORIAL,Panel 12.,"Son of Joseph Alphonse and Eva Gauthier, of Montreal, Province of Quebec."
2558223,GAUTHIER,The Rev. JOSEPH ALPHONSE PAUL EUGENE,J A P E,30,,20/05/1944,,Chaplain 4th Class,Canadian Chaplains Service,"Le Regiment de Montmagny, R.C.I.C.",,Canada,,HALIFAX MEMORIAL,Panel 16.,"Son of Dr. Eugene Gauthier and Berthe Gauthier, of Rock Island, Province of Quebec."
2558224,GAUTHIER,LEONARD EDMUND,L E,24,,07/12/1941,,Stoker,Royal Canadian Naval Volunteer Reserve,,H.M.C.S. Windflower.,Canada,'V/6476',HALIFAX MEMORIAL,Panel 8.,"Son of Philias and Stella Gauthier, of Ottawa, Ontario."
2686319,GAUTHIER,JAMES JOSEPH,J J,18,,21/12/1944,,Private,Royal Canadian Infantry Corps,,,Canada,'C/124516',BELLEVILLE (ST. JAMES) ROMAN CATHOLIC CEMETERY,Lot 259.,"Son of George L. Gauthier and Mary Gauthier, of Belleville."
2688119,GAUTHIER,LUCIEN,L,33,,16/08/1945,,Corporal,Royal Canadian Ordnance Corps,,,Canada,'D/641025',MONTREAL (NOTRE DAME DES NEIGES) CEMETERY,Sec. M. Lot 3410. Grave 4203.,"Son of Rodrigue and Albertine Gauthier, of Montreal; husband of Simone Gauthier, of Montreal."
2849345,GAUTHIER,CLARENCE EDLEY,C E,20,,22/06/1943,,Leading Aircraftman,Royal Canadian Air Force,,,Canada,'R/151856',VANCOUVER (MOUNTAIN VIEW) CEMETERY,Abray. Block 3. Plot 25. Lot 11.,"Son of Edley Joseph and Annie Catherine Gauthier, of Vancouver."
421098,GAUTHIER,EDGAR,E,32,,27/10/1918,,Private,Canadian Army Medical Corps,,,Canada,'524956',GRAND FORKS (EVERGREEN) CEMETERY,L. 3. B. 43. 1.,"Son of Thomas and Domithilda Gauthier, of Grand Forks."
421214,GAUTHIER,GABRIEL,G,22,,24/10/1918,,Private,Canadian Infantry,,2nd Depot Bn. (Quebec).,Canada,'3170019',UPTON (ST. EPHREM) CEMETERY,,"Son of Ambroise Gauthier, of 36, St. James St., Fall River, Massachusetts, U.S.A."
2687671,GAUTHIER dit LAROUCHE,JOSEPH CHARLES WILFRID,J C W,23,,09/06/1942,,Sergeant,Royal Canadian Air Force,,,Canada,'R/55861',CHICOUTIMI (ST. FRANCOIS XAVIER) ROMAN CATHOLIC CEMETERY,Lot 74A. Grave 477.,"Son of Jean Baptiste and Anna Larouche, of Chicoutimi."
