id,surname,forename,initials,age_text,honours,date_of_death,date_of_death2,rank,regiment,secondary_regiment,unitshipsquadron,country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation,
2265460,RENAUD,LIONEL,L,25,,19/10/1943,,Leading Aircraftman,Royal Canadian Air Force,,,Canada,'R/151277',TIMMINS CEMETERY,Legion Plot. Sec. P. Row 2. Plot 182.,"Son of Alfred and Philomene Renaud, of Timmins."
2622990,RENAUD,JOSEPH ALARIC ROLAND,J A R,28,,02/04/1944,,Flight Sergeant,Royal Canadian Air Force,,,Canada,'R/141551',OTTAWA MEMORIAL,Panel 3. Column 5.,"Son of Alaric Renaud, and of Aurore Renaud, of Eastview, Ontario."
2640626,RENAUD,MAURICE JOSEPH,M J,23,,18/03/1945,,Petty Officer Stoker,Royal Canadian Naval Volunteer Reserve,,H.M.C.S. Guysborough.,Canada,'V/19428',HALIFAX MEMORIAL,Panel 13.,"Son of Adelard A. and Josephine Renaud, of Wallaceburg, Ontario."
421485,RENAUD,JOSEPH,J,48,,21/02/1920,,Private,Canadian Infantry,,52nd Bn.,Canada,'438418',MONTREAL (NOTRE DAME DES NEIGES) CEMETERY,Soldiers.,"Son of the late Eustache Renaud and his wife, Olive Montbriant."
